date,nav,return,cash,market_value,opening_nav,buy_notional,sell_notional,cost,cumulative_cost,turnover,holdings_count,max_weight,stale_holdings,blocked_orders,rebalance,written_down_holdings,gross_attribution_nav
2025-01-02,987282.614308,-0.0127173856923,568421.890427,418860.723881,1000000,431146.96261,0,431.14696261,431.14696261,0.43114696261,50,0.0126970085448,0,0,True,0,987713.76127
2025-01-03,983903.201459,-0.00342294374457,568421.890427,415481.311032,987910.062731,0,0,0,431.14696261,0,50,0.0128950507118,0,0,False,0,984334.348422
2025-01-06,986298.0794,0.00243405849039,568421.890427,417876.188973,984127.840584,0,0,0,431.14696261,0,50,0.0127481970458,0,0,False,0,986729.226363
2025-01-07,986847.167928,0.000556716614784,568421.890427,418425.277501,985395.961411,0,0,0,431.14696261,0,50,0.01266096384,0,0,False,0,987278.314891
2025-01-08,987778.016599,0.0009432551474,568421.890427,419356.126172,986347.296475,0,0,0,431.14696261,0,50,0.0126850697047,0,0,False,0,988209.163562
2025-01-09,983138.420777,-0.00469700250858,568421.890427,414716.53035,987065.75407,0,0,0,431.14696261,0,50,0.0126725182952,0,0,False,0,983569.56774
2025-01-10,978537.907892,-0.00467941521565,568421.890427,410116.017465,983490.291601,0,0,0,431.14696261,0,50,0.0128169777111,0,0,False,0,978969.054854
2025-01-13,974603.829113,-0.00402036420525,568421.890427,406181.938686,976547.067469,0,0,0,431.14696261,0,50,0.012673918572,0,0,False,0,975034.976076
2025-01-14,981282.501458,0.00685270480739,568421.890427,412860.611031,974937.595816,0,0,0,431.14696261,0,50,0.0126723023008,0,0,False,0,981713.648421
2025-01-15,982564.202229,0.00130614860547,568421.890427,414142.311802,980768.72334,0,0,0,431.14696261,0,50,0.0128006854015,0,0,False,0,982995.349192
2025-01-16,985873.64827,0.00336817282107,568421.890427,417451.757843,984252.951505,0,0,0,431.14696261,0,50,0.0127577152119,0,0,False,0,986304.795233
2025-01-17,984936.171875,-0.000950909273788,568421.890427,416514.281448,985137.854238,0,0,0,431.14696261,0,50,0.0127337170804,0,0,False,0,985367.318838
2025-01-20,984000.707986,-0.000949771077552,568421.890427,415578.817559,986572.408537,0,0,0,431.14696261,0,50,0.0127217057165,0,0,False,0,984431.854949
2025-01-21,982342.86724,-0.00168479629373,568421.890427,413920.976813,985229.08358,0,0,0,431.14696261,0,50,0.0126586234966,0,0,False,0,982774.014203
