factor,ic_mean,ic_std,ic_valid_days,rank_ic_mean,rank_ic_std,rank_ic_valid_days,mean_factor_coverage,mean_spread,spread_valid_days
momentum,-0.0668964589669,0.260810517533,721,-0.063375300441,0.227463867009,721,0.982416322788,-0.00806240934133,721
reversal,0.0471164514142,0.244749149982,721,0.0371420174497,0.214382780032,721,0.988835396607,0.00372366135731,721
low_volatility,0.0403521182615,0.25185430256,721,0.0776887572577,0.248245926452,721,0.982416322788,0.00482655689217,721
