date,assets_total,factor_count,factor_coverage,valid_pairs,ic,rank_ic,factor_mean,factor_std,factor_min,factor_max
2023-01-03,1000,720,0.72,720,0.004884178059082069,0.013537578424956993,-7.401486830834377e-18,0.9999999999999992,-2.3751815782616283,4.426091064391474
2023-01-04,1000,722,0.722,722,-0.00031144513623893743,0.02443635881089057,-3.936524851856511e-17,1.0000000000000013,-2.35654220391861,4.437967915339201
2023-01-05,1000,722,0.722,722,0.0067850108084175345,0.037153941761806634,-3.198426442133415e-17,0.9999999999999998,-2.368704108142588,4.451757511182863
2023-01-06,1000,722,0.722,721,0.033156701304026814,0.04299513749852002,-1.4761968194461916e-17,0.9999999999999999,-2.3922705873705894,4.508320521209338
2023-01-09,1000,721,0.721,721,0.03286460414706881,0.03471013447919338,4.927480830513871e-17,1.0000000000000004,-2.4147917328698054,4.5071915953495925
2023-01-10,1000,720,0.72,720,0.06707242415613501,0.06968592223045474,9.86864910777917e-18,1.0000000000000007,-2.421858673907499,4.459816680482752
2023-01-11,1000,718,0.718,717,0.05763955500083106,0.07575210495040219,4.700665731003448e-17,0.9999999999999993,-2.420479545646741,4.453597264777818
2023-01-12,1000,718,0.718,718,0.09070378927852395,0.1159345224192405,5.937683028635935e-17,1.0,-2.419056648193333,4.457689491760723
2023-01-13,1000,718,0.718,718,0.10125024401481995,0.1311954118365727,0.0,1.0,-2.4265490928138638,4.524623298485473
2023-01-16,1000,719,0.719,719,0.13569613734622127,0.16789879512727846,1.4823561942143954e-17,0.9999999999999996,-2.4697808244454653,4.486999021320708
2023-01-17,1000,721,0.721,721,0.16747929939180295,0.19438136668750278,-3.941984664411097e-17,0.9999999999999996,-2.4594885961407305,4.547924311923291
2023-01-18,1000,724,0.724,724,0.1708952280568967,0.18664784582203361,-9.323419875305182e-17,0.9999999999999987,-2.4688098705811576,4.553466771022792
2023-01-19,1000,724,0.724,724,0.16663121801857322,0.16801141209317141,-4.661709937652591e-17,0.999999999999999,-2.481963935694581,4.556862355441549
2023-01-20,1000,726,0.726,726,0.18244379825508902,0.19069624091455872,9.787090024243804e-18,0.9999999999999994,-2.4064548070912717,4.88953185415665
2023-01-30,1000,728,0.728,728,0.18864516606089424,0.20701399833807527,-2.4400506035717726e-17,0.9999999999999994,-2.40727380724746,4.902977036035484
2023-01-31,1000,728,0.728,728,0.2089945529402354,0.22494111602369898,-9.760202414287091e-18,0.9999999999999996,-2.4121769315986774,4.908608902561947
2023-02-01,1000,728,0.728,728,0.21286395518336546,0.22988787059187718,-1.4640303621430636e-17,1.000000000000001,-2.408346770482403,4.967292365878307
2023-02-02,1000,731,0.731,731,0.23290854295481977,0.25616793292975637,-9.720146864023258e-18,1.0000000000000002,-2.4222128894867274,4.959513414756131
2023-02-03,1000,732,0.732,731,0.25358974546709845,0.26727789023572174,5.338777386175616e-17,1.0000000000000007,-2.412895894603167,4.978559750696855
2023-02-06,1000,731,0.731,730,0.2620776419929734,0.28295010051596936,3.4020514024081404e-17,0.9999999999999999,-2.3920543214129832,4.944948946106439
2023-02-07,1000,732,0.732,731,0.2664546725458962,0.27825806263572994,-2.912060392459427e-17,1.0,-2.4148087380868257,4.975460803481137
2023-02-08,1000,732,0.732,731,0.24896162123414042,0.2679173883357746,4.3680905886891404e-17,1.0000000000000004,-2.3997430194304923,4.950251449658392
2023-02-09,1000,734,0.734,733,0.2630317169780014,0.2766624997374909,3.872167497330246e-17,1.0000000000000009,-2.4030699796770296,4.9889083307411655
2023-02-10,1000,734,0.734,734,0.2385385753069757,0.2568604567668638,8.228355931826773e-17,1.0000000000000002,-2.375832077803514,5.0050131411688925
2023-02-13,1000,733,0.733,733,0.24917995702037654,0.27250938013988096,-4.119790759864155e-17,1.0000000000000009,-2.413747450971855,5.024326938244704
2023-02-14,1000,734,0.734,734,0.21485359786614294,0.24622084895477114,4.840209371662808e-18,0.9999999999999996,-2.3859951416754512,5.034542710274488
2023-02-15,1000,734,0.734,734,0.22743233269711163,0.24029928346897156,-7.986345463243632e-17,0.9999999999999998,-2.389455792021768,5.005553324104103
2023-02-16,1000,734,0.734,734,0.21847920215863803,0.23520200217021914,3.146136091580825e-17,1.0000000000000004,-2.371908198675596,4.980556985008627
2023-02-17,1000,734,0.734,734,0.1888083081450149,0.24175314722009392,-2.9041256229976844e-17,1.0,-2.3764958239811063,4.944949691900365
2023-02-20,1000,738,0.738,738,0.17630351772766817,0.22418857171393994,7.220962761789636e-17,1.0,-2.4763645376927124,4.971751671075147
2023-02-21,1000,743,0.743,743,0.1377738076245615,0.17144643266165877,-2.868947789071737e-17,0.9999999999999996,-2.6530712851121834,5.378080804055546
2023-02-22,1000,742,0.742,742,0.14300927442055322,0.16881391494255185,2.394011912938343e-18,1.0,-2.6605634368507096,5.331257368297582
2023-02-23,1000,740,0.74,740,0.12968170539104878,0.1700300424035901,9.601928861622976e-18,0.9999999999999996,-2.6841296160683106,5.285919783539032
2023-02-24,1000,741,0.741,741,0.11276733510770898,0.14819137098343124,1.9177941585967616e-17,0.999999999999999,-2.687696280978493,5.262556581089282
2023-02-27,1000,738,0.738,738,0.11208603806008184,0.1490647449582284,-5.054673933252745e-17,0.9999999999999996,-2.620000068413438,5.443118775286861
2023-02-28,1000,740,0.74,740,0.10749807949103411,0.14404636140752491,9.601928861622976e-18,0.999999999999999,-2.62177253949765,5.443236269401322
2023-03-01,1000,742,0.742,742,0.10173014729099934,0.12793342377591932,-7.900239312696531e-17,1.0,-2.6183932293877383,5.41835093344275
2023-03-02,1000,742,0.742,742,0.08914796167276824,0.1027367499992308,-2.394011912938343e-17,1.0,-2.549069630501146,5.375413635740737
2023-03-03,1000,743,0.743,742,0.0730004458295133,0.09963127081513226,4.781579648452895e-18,0.9999999999999988,-2.5096722968877963,5.353317464051633
2023-03-06,1000,741,0.741,741,0.06305132178606537,0.09571341373666045,-2.397242698245952e-18,0.9999999999999996,-2.505502215347538,5.339983846050491
2023-03-07,1000,740,0.74,740,0.07319036190231801,0.10556570617572926,-4.800964430811488e-18,0.9999999999999993,-2.4769651268561095,5.347223166922591
2023-03-08,1000,741,0.741,741,0.057849280573016276,0.08908649781712143,7.191728094737856e-18,1.0000000000000009,-2.5065662566839393,5.327383402608652
2023-03-09,1000,741,0.741,741,0.03957058125198152,0.05388630016383836,1.0068419332632999e-16,1.0,-2.4661188216532524,5.301020722817833
2023-03-10,1000,739,0.739,739,0.04502314167307745,0.05184452926922058,-4.56708794974354e-17,0.9999999999999999,-2.4270371775920903,5.339581468732708
2023-03-13,1000,739,0.739,739,0.03514434805110669,0.041095284332535835,1.922984399892017e-17,1.0000000000000007,-2.429059102495473,5.2789909964027135
2023-03-14,1000,738,0.738,738,0.06612189948760944,0.0773973880255858,-4.0918788983474605e-17,0.999999999999999,-2.416747208823667,5.249684884171195
2023-03-15,1000,740,0.74,740,0.04311193030900778,0.045016614399667886,3.120626880027467e-17,1.0000000000000009,-2.4379984426169585,5.188937304104815
2023-03-16,1000,738,0.738,737,0.004095079931080209,-0.005661180316279832,-4.0918788983474605e-17,1.0000000000000002,-2.3612424347770773,5.25436583770008
2023-03-17,1000,739,0.739,739,0.006369832506985759,-0.0036077835462490953,-8.893802849500577e-17,1.000000000000001,-2.4284163950931172,5.313323378647076
2023-03-20,1000,736,0.736,736,0.0343081074114649,0.02708142444454403,-4.827056628805028e-18,0.9999999999999996,-2.3170169917949734,5.015073083085552
2023-03-21,1000,737,0.737,737,0.060754746540111836,0.07638969054964055,-7.471785891642845e-17,1.0000000000000002,-2.361259945841363,5.01284528348492
2023-03-22,1000,737,0.737,737,0.06190007236399092,0.08017934173159344,2.4102535134331758e-17,1.000000000000001,-2.3474723511310973,5.088279613091112
2023-03-23,1000,735,0.735,735,0.09484289868425479,0.10466260498527162,7.250436079184696e-18,1.0000000000000007,-2.339987067138463,5.080687790447579
2023-03-24,1000,735,0.735,735,0.09373926394922528,0.09101473801432862,-4.833624052789797e-17,0.9999999999999994,-2.3500674361867584,5.1188127332149005
2023-03-27,1000,735,0.735,735,0.11332258124414699,0.1216175376993103,1.6917684184764292e-17,0.9999999999999998,-2.3413390996822865,5.184229932170651
2023-03-28,1000,735,0.735,734,0.11934591886663617,0.11757905997248772,1.9334496211159187e-17,0.9999999999999998,-2.321928292217169,5.171041495286801
2023-03-29,1000,733,0.733,732,0.11346613463488393,0.11911998180950674,-4.846812658663712e-18,1.0000000000000016,-2.3070799658375525,5.188520156340527
2023-03-30,1000,731,0.731,730,0.09443274493703575,0.11049064073182902,2.9160440592069775e-17,1.0000000000000002,-2.3154723862129205,5.074486585141812
2023-03-31,1000,730,0.73,729,0.10362387491103431,0.11514791445272435,1.9466924267400005e-17,0.9999999999999996,-2.3164555648511875,5.172052349375292
2023-04-03,1000,730,0.73,729,0.11339768865103636,0.1251268198680199,-3.406711746795001e-17,1.0000000000000002,-2.34263371798848,5.161119230989059
2023-04-04,1000,730,0.73,729,0.11169310935156304,0.13468511161181188,-2.4333655334250007e-18,1.0,-2.318630012509415,5.219609884732336
2023-04-06,1000,730,0.73,728,0.12942339322024132,0.14677366440098386,1.4600193200550002e-17,0.9999999999999997,-2.315524678958,5.208875612707037
2023-04-07,1000,730,0.73,728,0.13430303915532782,0.13818171209581556,-1.4600193200550002e-17,1.0000000000000009,-2.329195426542206,5.159684691317627
2023-04-10,1000,729,0.729,727,0.12365043664751356,0.13417063535972085,0.0,1.0,-2.3790975328111235,4.798666490804842
2023-04-11,1000,730,0.73,728,0.13856193702398245,0.1439713455031675,-4.866731066850001e-18,0.9999999999999998,-2.389878771185613,4.803873196980068
