date,assets_total,factor_count,factor_coverage,valid_pairs,ic,rank_ic,factor_mean,factor_std,factor_min,factor_max
2023-01-03,1000,758,0.758,758,0.01867900075263169,0.05244419115568757,4.68695735989512e-17,0.9999999999999994,-3.9432796711301656,5.796690676156297
2023-01-04,1000,760,0.76,760,0.028279627324583945,0.06090284935784247,4.207160935421646e-17,0.9999999999999996,-4.0292933949554035,5.732901816067156
2023-01-05,1000,760,0.76,760,0.027232080547343246,0.06313292380407956,7.946859544685331e-17,1.0000000000000009,-4.020173081376569,5.769608203506435
2023-01-06,1000,760,0.76,759,0.04093213797345229,0.06704918520828146,-1.402386978473882e-17,0.9999999999999998,-3.9775151162946334,5.858455286466902
2023-01-09,1000,759,0.759,759,0.04017655436329513,0.06884227448792091,2.8084693113047436e-17,1.0000000000000004,-3.9489202361351547,5.886869232041609
2023-01-10,1000,758,0.758,758,0.0630163092682663,0.08253108825602028,-4.68695735989512e-18,1.0000000000000002,-3.972495739667658,5.937206885568194
2023-01-11,1000,756,0.756,755,0.05630624290215076,0.07863413822543923,-3.289549702593056e-17,0.9999999999999998,-3.828228320795204,5.94043039617977
2023-01-12,1000,755,0.755,755,0.08087499359162521,0.11228628801249901,-1.882232412609537e-17,1.0,-3.7740833513314564,5.940410812528591
2023-01-13,1000,755,0.755,755,0.08944262193079212,0.10868929982624995,-5.646697237828611e-17,1.0000000000000007,-3.8108840611106163,5.940316404090783
2023-01-16,1000,757,0.757,757,0.09969930168952537,0.13789936356519977,4.693148849142009e-18,0.9999999999999993,-3.863689415642855,5.997329178008053
2023-01-17,1000,759,0.759,759,0.12979611725683293,0.16073319858727625,-5.148860404058697e-17,0.9999999999999998,-3.8669141456207026,5.998894568363179
2023-01-18,1000,761,0.761,761,0.13548178878088407,0.16227992624188142,-1.8673922096191858e-17,1.0000000000000004,-3.885662896102711,6.001323593029061
2023-01-19,1000,761,0.761,761,0.14330500089797663,0.17000242022926648,5.135328576452761e-17,0.9999999999999991,-3.8598474696669482,6.025882916097463
2023-01-20,1000,766,0.766,766,0.12376693615250109,0.15878363935187859,-9.739815568513123e-17,0.9999999999999998,-3.7307845972710014,6.107899245377364
2023-01-30,1000,766,0.766,766,0.16129642951047363,0.19919080611881268,3.710405930862142e-17,1.0,-3.7968552079812117,6.101017197531534
2023-01-31,1000,767,0.767,767,0.1547652872858546,0.20290039752447767,0.0,0.9999999999999998,-3.765574378425132,6.132094476845021
2023-02-01,1000,768,0.768,768,0.16800408967890773,0.2230116203056043,1.850371707708594e-17,0.999999999999999,-3.795906875504582,6.168223055235926
2023-02-02,1000,769,0.769,769,0.178621143221202,0.243366307545706,0.0,1.0000000000000004,-3.7547303296537486,6.190550987173895
2023-02-03,1000,770,0.77,769,0.20707928061304048,0.2652773232756282,-3.229739708000455e-17,0.9999999999999991,-3.762142584299868,6.148632528337676
2023-02-06,1000,769,0.769,768,0.21247537148085394,0.27282073121518274,6.46787925919467e-17,0.9999999999999996,-3.751347829180133,6.1137107912385815
2023-02-07,1000,770,0.77,769,0.20917781446325692,0.27091386803407125,6.45947941600091e-17,1.0,-3.763951205580914,6.13437315210718
2023-02-08,1000,770,0.77,769,0.196928608297756,0.2615549454944479,-1.3841741605716237e-17,1.0000000000000002,-3.775706740628278,6.108626574731815
2023-02-09,1000,772,0.772,771,0.20218362116474803,0.25749938985476795,4.601960723834846e-18,1.0000000000000007,-3.80370663673002,6.136299247792762
2023-02-10,1000,772,0.772,772,0.17080566025148347,0.21681906760605604,0.0,1.0000000000000007,-3.8618625563981164,6.122987071869798
2023-02-13,1000,771,0.771,771,0.17041680352854194,0.2174816096888087,1.3823788633464984e-17,1.0000000000000002,-3.9110782854424864,6.145318651924754
2023-02-14,1000,772,0.772,772,0.15340220488642867,0.1965900367660332,-4.601960723834846e-18,1.0000000000000013,-3.9181551319537524,6.145769137736719
2023-02-15,1000,772,0.772,772,0.16866574003567583,0.18870919799569372,3.681568579067877e-17,0.9999999999999992,-3.9227916849644306,6.151997747127844
2023-02-16,1000,771,0.771,771,0.16012438091458114,0.1851212417712417,-3.686343635590662e-17,0.9999999999999996,-3.952575683673816,6.101950728447494
2023-02-17,1000,771,0.771,771,0.13824513188233833,0.18350761164078816,0.0,1.0000000000000007,-3.847539770127602,6.173481930247711
2023-02-20,1000,775,0.775,775,0.12690379232617277,0.18491808757496186,-9.168293364646454e-18,0.9999999999999996,-3.8104743105506076,6.245385929128944
2023-02-21,1000,776,0.776,776,0.09408642675555468,0.14558960973680207,4.578239276804769e-18,0.9999999999999996,-3.749858597331723,6.31433231632431
2023-02-22,1000,776,0.776,776,0.08721260189905354,0.13139446909203154,9.156478553609538e-18,0.9999999999999997,-3.7209709313496204,6.305361342397972
2023-02-23,1000,776,0.776,776,0.08623138071363846,0.13441164099763492,2.7469435660828616e-17,1.0,-3.6652914375220065,6.286118015139875
2023-02-24,1000,776,0.776,776,0.07833843816520566,0.13641395478008142,8.240830698248585e-17,1.0000000000000004,-3.6631801571196587,6.266372148468367
2023-02-27,1000,774,0.774,774,0.06937946551410112,0.12753582080953038,-6.426097093437598e-17,0.9999999999999994,-3.626183878778869,6.269581622425311
2023-02-28,1000,775,0.775,775,0.06145404440628684,0.12025212566190596,1.8336586729292908e-17,1.0000000000000004,-3.7195289872602806,6.015299969744562
2023-03-01,1000,777,0.777,777,0.05566536700463615,0.12288663563463889,0.0,0.9999999999999998,-3.5708739064087744,6.052896816462051
2023-03-02,1000,777,0.777,777,0.04924373754311018,0.11218040035033292,-1.8289388307853286e-17,0.9999999999999998,-3.568442016213593,6.070125174447416
2023-03-03,1000,778,0.778,777,0.02263215188809831,0.10268547595150791,3.196529016915618e-17,1.0000000000000004,-3.5949410110148694,6.080079063531486
2023-03-06,1000,776,0.776,776,0.0039574832754807245,0.07081737707890834,1.3734717830414308e-17,0.9999999999999994,-3.673788678711211,6.021006665240844
2023-03-07,1000,775,0.775,775,0.011790097416620843,0.07700365566312235,8.709878696414132e-17,1.0000000000000013,-3.592382032795899,6.029270347284208
2023-03-08,1000,777,0.777,777,0.00756792231948099,0.07348829854443577,5.029581784659654e-17,0.9999999999999996,-3.7144869736580497,6.022592289283017
2023-03-09,1000,777,0.777,777,-0.004110874616454011,0.04456798913637926,5.486816492355986e-17,1.0000000000000002,-3.712630272106839,6.008879666725067
2023-03-10,1000,774,0.774,774,0.011710535630091109,0.06742801752177015,-6.885104028683141e-17,1.0,-3.7136960388575284,5.922179445366274
2023-03-13,1000,775,0.775,775,0.0035454024024930003,0.0667206513845166,1.558609871989897e-16,0.9999999999999996,-3.706005209870495,6.036787070858099
2023-03-14,1000,774,0.774,774,0.006982876878745569,0.067194177193302,1.0557159510647483e-16,1.0,-3.783431684404107,6.045278221899891
2023-03-15,1000,776,0.776,776,-0.006110427030543131,0.055498464749996625,2.2891196384023845e-17,0.9999999999999998,-3.8273597840837286,6.050921914173503
2023-03-16,1000,774,0.774,773,-0.024096178537410518,0.03670587720579286,6.426097093437598e-17,1.0000000000000004,-3.9234470312511456,5.984304438888132
2023-03-17,1000,774,0.774,774,-0.012777926679658706,0.04539014351364821,-4.131062417209885e-17,1.0,-3.940145810832267,5.987344575055296
2023-03-20,1000,773,0.773,773,0.007105549213558969,0.07392718453702556,-1.8384029385772322e-17,1.0,-3.93993041802466,5.943891007857994
2023-03-21,1000,773,0.773,773,0.021684695897879903,0.107382520868027,4.5960073464430803e-17,1.0000000000000009,-3.96974686303859,6.015615506250568
2023-03-22,1000,773,0.773,773,0.025326438616159314,0.11083964764212599,0.0,1.0000000000000004,-3.9549359425310184,5.9896558557914705
2023-03-23,1000,772,0.772,772,0.025047293633893963,0.08847551889320343,-3.221372506684392e-17,1.0,-3.9374282114333403,5.994207971872719
2023-03-24,1000,774,0.774,774,0.03312660336022873,0.0806985084142481,3.213048546718799e-17,1.0,-3.9610937231539314,5.962357088512884
2023-03-27,1000,771,0.771,771,0.028511030516673367,0.07116567059569362,4.147136590039495e-17,1.0,-3.8921982995122795,5.632538144582735
2023-03-28,1000,769,0.769,768,0.05285211650474653,0.09235027536765436,5.0819051322243836e-17,1.0000000000000004,-3.863963841939897,5.746036755695687
2023-03-29,1000,768,0.768,767,0.03378353250920112,0.06316070216290053,6.938893903907228e-17,0.9999999999999996,-3.859695875529374,5.761818975382492
2023-03-30,1000,768,0.768,767,0.0020327452525288835,0.04393145944535309,1.1102230246251565e-16,0.9999999999999991,-3.744218482090037,5.704063183504682
2023-03-31,1000,766,0.766,765,0.028172974852945853,0.05113621686226944,-1.2058819275301962e-16,1.0000000000000009,-3.8346327478273428,5.684401126849703
2023-04-03,1000,768,0.768,767,0.03556484659732581,0.06642571995792135,4.625929269271486e-17,1.0000000000000004,-3.9336105876727303,5.87587144163975
2023-04-04,1000,769,0.769,768,0.03882872097106415,0.07824308466060853,0.0,1.0000000000000002,-3.9543725834053767,5.9083990000657565
2023-04-06,1000,769,0.769,767,0.0550459432990613,0.08754286658019385,-1.8479655026270486e-17,1.0,-3.999012283260861,5.90297193144251
2023-04-07,1000,769,0.769,767,0.07083082808463158,0.09225440502290769,-9.239827513135243e-18,1.0000000000000004,-4.056757198417814,5.8457149969413225
2023-04-10,1000,768,0.768,766,0.0688778175305433,0.09820396277996007,4.163336342344337e-17,1.0000000000000002,-4.110873432484104,5.810821860974096
2023-04-11,1000,771,0.771,769,0.0784614907558635,0.11364778010265182,-5.068722498937161e-17,1.0,-4.146088576219501,5.853193702086007
2023-04-12,1000,775,0.775,774,0.08451842089588747,0.1122443777905789,-9.168293364646454e-18,1.0000000000000004,-4.107783101174784,5.866411826932706
2023-04-13,1000,775,0.775,774,0.0820480987210302,0.11330951267185924,-4.584146682323227e-18,0.9999999999999997,-4.0938916874044535,5.840857106822923
2023-04-14,1000,775,0.775,773,0.06779716393102216,0.11684475247391508,1.3752440046969681e-17,1.0000000000000009,-4.128064700437654,5.889096430447905
2023-04-17,1000,774,0.774,773,0.049009682218983185,0.09666907529712633,-9.180138704910856e-18,0.9999999999999999,-4.144339641690943,6.082635068994526
2023-04-18,1000,774,0.774,773,0.017581505978283292,0.06874331791727399,-5.967090158192056e-17,1.0000000000000004,-4.117047908461939,6.227807875040103
2023-04-19,1000,772,0.772,771,0.01697611204383045,0.06071555102953882,-5.0621567962183305e-17,0.9999999999999999,-4.078865721741063,6.166206251336614
2023-04-20,1000,772,0.772,772,0.002935105890139361,0.04691601017566574,7.593235194327495e-17,1.0000000000000007,-4.115389250451746,6.173220724124863
2023-04-21,1000,769,0.769,769,-0.023936927264613002,0.012916702815185635,-4.1579223809108596e-17,1.0000000000000002,-4.157482266780542,6.16135304125687
