period,start,end,strategy_return,benchmark_return,excess_return_pp
2025 H1,2025-01-02,2025-06-30,0.09015414556238577,0.000296880928104315,0.08985726463428145
2025 H2,2025-07-01,2025-12-31,0.1169583476139402,0.1762821280700384,-0.05932378045609821
2026 H1,2026-01-05,2026-06-30,-0.05110207389133192,0.07548550040448676,-0.12658757429581868
2026 H2,2026-07-01,2026-09-18,0.08296113803882088,-0.09479798582681942,0.1777591238656403
