date,assets_total,factor_count,factor_coverage,valid_pairs,ic,rank_ic,factor_mean,factor_std,factor_min,factor_max
2023-01-03,1000,904,0.904,904,0.18416103190129582,0.14240926983919183,-8.645984616549892e-17,0.9999999999999993,-4.174731597302333,2.4142915369695896
2023-01-04,1000,905,0.905,905,0.1704576208417316,0.14828287258345477,-6.673605805481604e-17,1.0,-4.044925252116549,2.456272233509021
2023-01-05,1000,906,0.906,906,0.1786356673645642,0.15168284723024067,7.842635052539737e-18,0.9999999999999996,-3.989464768391394,2.427749572308907
2023-01-06,1000,906,0.906,905,0.23378622151885875,0.2151373466779332,-3.921317526269869e-17,0.9999999999999999,-3.7564400888463116,2.3530345195830713
2023-01-09,1000,905,0.905,905,0.21321422147751792,0.20753815189995267,-7.851300947625416e-17,1.0000000000000009,-3.5412784348032846,2.2923533959937634
2023-01-10,1000,905,0.905,905,0.262330442991049,0.2482734957638645,1.1776951421438125e-17,1.0,-3.4360309306974566,2.2679047979394302
2023-01-11,1000,903,0.903,902,0.2448999821651236,0.23020174096088358,-2.7540416114732565e-17,0.9999999999999999,-3.351809114417856,2.184823176610358
2023-01-12,1000,902,0.902,902,0.28366240594663583,0.27747252907849523,-1.1816120882928495e-17,0.9999999999999994,-3.6416531763253315,2.107311911147772
2023-01-13,1000,902,0.902,902,0.2801853576963367,0.27660990001042346,-1.575482784390466e-17,0.9999999999999994,-3.5839674672014654,2.118657935970041
2023-01-16,1000,905,0.905,905,0.24916748133671146,0.24726489901353968,-1.962825236906354e-17,1.0000000000000007,-3.3436556414336747,2.208731887960529
2023-01-17,1000,906,0.906,906,0.25472769266295614,0.2649596905364012,-2.352790515761921e-17,1.0000000000000007,-3.31163177355142,2.2824936309352033
2023-01-18,1000,909,0.909,909,0.23056198315407864,0.2473969453862662,-5.471726237976569e-17,1.0,-3.4403800900630404,2.314785158759524
2023-01-19,1000,907,0.907,907,0.19861475567161196,0.22517147433117773,-7.833988266373762e-18,0.9999999999999996,-3.5248241730375196,2.309002563380381
2023-01-20,1000,912,0.912,912,0.23905643245570268,0.25563231574588763,7.791038769299344e-18,1.0000000000000009,-3.643968551243738,2.279038616677232
2023-01-30,1000,913,0.913,913,0.24126660914712975,0.24462172258199763,1.556501064096605e-17,0.9999999999999994,-3.4240420333850587,2.288630579365269
2023-01-31,1000,914,0.914,914,0.2474693176738367,0.24684704662567813,-7.773990544421227e-18,0.9999999999999993,-3.404799376436919,2.3710895222243686
2023-02-01,1000,916,0.916,916,0.25226931900565897,0.24699771662854392,1.9392541914849895e-17,1.0000000000000004,-3.5556787182359515,2.3753564170959836
2023-02-02,1000,917,0.917,917,0.27056437679051615,0.2672631574164298,0.0,1.0,-3.575744994625046,2.309625715598278
2023-02-03,1000,919,0.919,918,0.30412500685217997,0.30696401361075126,7.731694621981504e-18,0.9999999999999988,-3.7988985060708433,2.279487624746211
2023-02-06,1000,918,0.918,917,0.2816020160747202,0.3017858506504201,7.74011694727778e-18,1.0000000000000002,-3.676292162686398,2.2487513791827993
2023-02-07,1000,919,0.919,918,0.26707522758720625,0.2827212614086191,1.5463389243963008e-17,0.9999999999999989,-3.693712639910531,2.244025130917811
2023-02-08,1000,919,0.919,918,0.25546500044009,0.282851905208478,7.731694621981504e-18,1.0,-3.5834037833041634,2.2104988880046683
2023-02-09,1000,921,0.921,920,0.26564453502915775,0.3057132908521578,-2.7002166939851798e-17,1.0,-3.5227590644937052,2.145009221802843
2023-02-10,1000,921,0.921,921,0.22784015156357124,0.27044103072681874,1.5429809679915314e-17,0.9999999999999996,-3.9748847434149632,2.177063653529735
2023-02-13,1000,920,0.92,920,0.199224667887351,0.2583918122177583,7.723290606088046e-18,1.0000000000000002,-3.980317294393844,2.2046128630065316
2023-02-14,1000,921,0.921,921,0.18981202116228793,0.2569725303240004,0.0,1.0000000000000002,-3.7038487923212187,2.1891936347003873
2023-02-15,1000,922,0.922,922,0.22723055690051602,0.296236781870378,0.0,1.0000000000000002,-3.823631463469765,2.171306564168929
2023-02-16,1000,922,0.922,922,0.21263104984670173,0.2838295436311248,-3.082614905683732e-17,1.0000000000000004,-3.7291129654122166,2.211034948076856
2023-02-17,1000,922,0.922,922,0.1794864986152209,0.25565883411540113,2.3119611792627988e-17,0.9999999999999999,-3.88096737728853,2.251495020644132
2023-02-20,1000,926,0.926,926,0.22839248319798958,0.30594915104395104,3.0692990745576684e-17,0.9999999999999997,-3.9309088264851284,2.1621671841244585
2023-02-21,1000,931,0.931,931,0.17576913378083636,0.24478158437937744,-2.289611393426746e-17,0.9999999999999993,-4.005045905644138,2.1673942228742114
2023-02-22,1000,930,0.93,930,0.17457633553382707,0.2525564639024473,-7.640244470538712e-18,1.0000000000000004,-3.907007512308737,2.173188718285856
2023-02-23,1000,929,0.929,929,0.1304341803406008,0.22475945886978022,2.2945405891068898e-17,0.9999999999999989,-4.048524577901661,2.104556798679208
2023-02-24,1000,929,0.929,929,0.10826462001501218,0.22073247239061813,-7.648468630356298e-18,0.9999999999999993,-4.116169382258102,2.0647427344401676
2023-02-27,1000,924,0.924,924,0.09654243562019445,0.20745824723366849,-1.5379712895240264e-17,0.9999999999999992,-4.199599433739815,2.0694549423032416
2023-02-28,1000,927,0.927,927,0.07910159174593888,0.19173105041047583,7.664970180799354e-18,1.0000000000000002,-4.239176028293525,2.0189783443838345
2023-03-01,1000,930,0.93,930,0.06317469150136598,0.18344010197275337,-3.820122235269356e-18,1.0000000000000004,-4.201444101590642,2.2616115428161954
2023-03-02,1000,930,0.93,930,0.033740329573126365,0.13058502755753473,3.2471038999789525e-17,0.9999999999999994,-4.147125858636517,2.1838990117418122
2023-03-03,1000,931,0.931,930,0.009557866253780006,0.10419102108778949,1.9080094945222883e-18,0.9999999999999996,-4.016831085318588,2.1473354009326435
2023-03-06,1000,929,0.929,929,-0.02203883580864639,0.08775239919999919,1.7209054418301673e-17,0.9999999999999993,-3.783925220142942,2.184906777200992
2023-03-07,1000,927,0.927,927,-0.02731191750960646,0.07862256555385755,-1.7246182906798547e-17,0.9999999999999998,-3.771121991287933,2.2595617210388146
2023-03-08,1000,928,0.928,928,-0.035218363496271055,0.05558580747985031,1.914177628664063e-18,0.9999999999999993,-3.7205439933938584,2.270208951262659
2023-03-09,1000,928,0.928,928,-0.04750764422093745,0.01334691739445404,7.656710514656252e-18,1.0,-3.5576070468969276,2.244700585485767
2023-03-10,1000,923,0.923,923,-0.03621342371584577,0.021230261989466415,2.3094563459158186e-17,0.9999999999999997,-3.8226920606578214,2.207802452616028
2023-03-13,1000,922,0.922,922,-0.0028462084956657465,0.07085132178380127,0.0,0.9999999999999997,-3.9535690524596827,2.294347368721682
2023-03-14,1000,922,0.922,922,-0.007014344341585419,0.05719106396338281,2.3119611792627988e-17,1.0000000000000004,-4.209080276628458,2.365469723916839
2023-03-15,1000,925,0.925,925,-0.030268777347085517,0.016829733706119156,-1.920385772324595e-18,0.9999999999999994,-4.432983239502703,2.252625042598561
2023-03-16,1000,921,0.921,920,-0.04805300782841138,-0.010941857605875682,3.8574524199788285e-18,1.0000000000000009,-4.171252296170428,2.288271547473483
2023-03-17,1000,922,0.922,922,-0.08909860235183026,-0.0669142291831384,-1.1559805896313994e-17,1.0,-3.9409863490731856,2.211691563870442
2023-03-20,1000,921,0.921,921,-0.11337259767961445,-0.08917118977139087,7.714904839957657e-18,1.0000000000000009,-3.8334506570770785,2.284333875751974
2023-03-21,1000,922,0.922,922,-0.09984909254405598,-0.04715700319592247,1.9266343160523324e-17,1.0,-3.6747250484862644,1.9607538160201061
2023-03-22,1000,923,0.923,923,-0.11314494029604107,-0.06009893747121191,1.539637563943879e-17,1.0000000000000007,-3.3412937639477445,1.9335924614870337
2023-03-23,1000,921,0.921,921,-0.10433215460528057,-0.060308865252414315,1.928726209989414e-17,1.0000000000000002,-3.3003088717388236,2.002598676545772
2023-03-24,1000,924,0.924,924,-0.12219676647756873,-0.0754346557680864,2.6914497566670462e-17,1.0000000000000002,-3.5009288607820914,1.9989623571794384
2023-03-27,1000,918,0.918,918,-0.11974970966987748,-0.06871255975329336,3.87005847363889e-18,0.9999999999999994,-3.598376431643077,2.0521184312192413
2023-03-28,1000,917,0.917,914,-0.057807214094020475,-0.037398169866845854,-1.1622836462815161e-17,0.9999999999999994,-3.622953283575067,2.124610548041548
2023-03-29,1000,912,0.912,910,-0.06055496732852149,-0.0369130617990599,-1.5582077538598687e-17,0.9999999999999999,-3.9020687341370386,2.1074876256077912
2023-03-30,1000,910,0.91,908,-0.07846089809945173,-0.025839267740743275,-2.3424485794289017e-17,1.0000000000000002,-3.9979973070876778,2.033155237305603
2023-03-31,1000,908,0.908,907,-0.05869461942335186,0.00479458503310422,2.347608157797688e-17,1.0000000000000002,-4.214951161846608,2.1738835550493456
2023-04-03,1000,910,0.91,909,-0.029472116398577202,0.0348613953741632,7.808161931429672e-18,1.000000000000001,-4.175280662061617,2.316294963230292
2023-04-04,1000,911,0.911,910,0.011704481254722355,0.051159460058811904,7.799590952361144e-18,0.9999999999999991,-4.048406014521539,2.3459732977311014
2023-04-06,1000,911,0.911,909,0.03759825078796101,0.09081199945971218,7.799590952361144e-18,1.0000000000000002,-4.106701242115635,2.2914186799332645
2023-04-07,1000,911,0.911,909,0.058321476919577085,0.10232788540024551,-7.799590952361144e-18,1.0,-3.977863926414848,2.1836029144495597
2023-04-10,1000,909,0.909,907,0.034845862339492904,0.090944249230417,1.954187942134489e-17,1.0000000000000007,-4.031886134996393,2.183533320251131
2023-04-11,1000,911,0.911,909,0.05485734636763142,0.10069430592326412,1.5599181904722288e-17,1.0000000000000004,-4.196852935056177,2.3795519795710205
2023-04-12,1000,916,0.916,915,0.07092906597293126,0.10361743647769979,0.0,1.000000000000001,-4.040552179029295,2.4422712098558548
2023-04-13,1000,917,0.917,916,0.10114586940760784,0.12322698513162723,7.748557641876774e-18,0.9999999999999989,-3.8769348516129187,2.4549489970985796
2023-04-14,1000,917,0.917,915,0.0843814192003885,0.12444912846423586,-1.9371394104691935e-17,1.0000000000000002,-4.082677637038196,2.530831086120204
2023-04-17,1000,917,0.917,916,0.06168448188168302,0.11405364717077197,0.0,1.0000000000000002,-4.124190148851056,2.5545105486788215
2023-04-18,1000,917,0.917,916,0.07788071951119346,0.11850970508616558,0.0,0.9999999999999998,-4.550538863528191,2.7861620494541217
2023-04-19,1000,915,0.915,914,0.11486899268720285,0.1367008149416186,-3.882747189945903e-18,0.9999999999999996,-4.619386497575595,2.794925019156302
2023-04-20,1000,915,0.915,915,0.1603824959302588,0.1704323382544895,3.882747189945903e-18,0.9999999999999993,-4.706189312741856,2.8324622923146876
2023-04-21,1000,911,0.911,911,0.11280159141393746,0.17454228855089676,7.799590952361144e-18,0.9999999999999997,-4.701125068820103,2.933021823412942
2023-04-24,1000,911,0.911,911,0.12015337713886036,0.1771103149278183,-1.5599181904722288e-17,0.9999999999999999,-4.741749456847105,2.9693627223163075
2023-04-25,1000,911,0.911,911,0.09250402477006617,0.16128271895647248,-3.1198363809444576e-17,0.9999999999999996,-4.5371904031977275,3.028171423579545
2023-04-26,1000,912,0.912,910,0.06715410227535205,0.11336781267694561,-3.895519384649672e-18,1.0000000000000004,-4.13288819568214,3.11887622928343
2023-04-27,1000,910,0.91,909,-0.01497351277235277,0.05409718368813916,0.0,0.9999999999999996,-4.215828558367613,3.2754038207370124
2023-04-28,1000,913,0.913,912,0.033950849060983265,0.09185539556219104,0.0,1.000000000000001,-4.346951481598396,3.2857223437505962
2023-05-04,1000,913,0.913,913,0.012332337397731444,0.10687105904070872,-1.1673757980724537e-17,0.9999999999999998,-4.509863646086419,3.299802997272347
2023-05-05,1000,913,0.913,913,0.004648153207836234,0.09885215661569562,-2.3347515961449075e-17,0.9999999999999994,-4.66561500329349,3.191576561400553
2023-05-08,1000,917,0.917,917,-0.025073942162508366,0.05445654684687042,3.09942305675071e-17,1.0,-4.7994364408440156,3.3096711413306164
2023-05-09,1000,916,0.916,915,-0.04656435930903603,0.03008953300645422,7.757016765939958e-18,1.0000000000000002,-4.7706901804096224,3.4735672767752783
2023-05-10,1000,915,0.915,914,-0.07107256999039327,0.027451336268060577,-1.9413735949729513e-17,1.0,-4.840551024606578,3.4314716077678735
