date,nav,return,cash,market_value,opening_nav,buy_notional,sell_notional,cost,cumulative_cost,turnover,holdings_count,max_weight,stale_holdings,blocked_orders,rebalance,written_down_holdings,gross_attribution_nav
2025-01-02,976339.270714,-0.0236607292863,51421.446384,924917.82433,1000000,947630.922693,0,947.630922693,947.630922693,0.947630922693,50,0.0328561545977,0,0,True,0,977286.901636
2025-01-03,965990.726008,-0.0105993326463,51421.446384,914569.279624,978430.82912,0,0,0,947.630922693,0,50,0.0332081387064,0,0,False,0,966938.35693
2025-01-06,971731.660703,0.00594305363429,51421.446384,920310.214319,965217.823953,0,0,0,947.630922693,0,50,0.0332994239767,0,0,False,0,972679.291625
2025-01-07,972191.802752,0.00047352789634,51421.446384,920770.356368,971929.258231,0,0,0,947.630922693,0,50,0.033044212419,0,0,False,0,973139.433674
2025-01-08,968200.379563,-0.00410559230971,51421.446384,916778.933179,970947.265532,0,0,0,947.630922693,0,50,0.0329880874053,0,0,False,0,969148.010486
2025-01-09,959364.408154,-0.00912618048475,51421.446384,907942.961769,965104.127603,0,0,0,947.630922693,0,50,0.0328066105445,0,0,False,0,960312.039076
2025-01-10,944194.820445,-0.0158121226719,51421.446384,892773.374061,959488.915132,0,0,0,947.630922693,0,50,0.0330378257645,0,0,False,0,945142.451367
2025-01-13,942123.027786,-0.00219424277016,51421.446384,890701.581402,939231.807722,0,0,0,947.630922693,0,50,0.0329128036952,0,0,False,0,943070.658709
2025-01-14,962094.41347,0.0211982778204,51421.446384,910672.967086,944145.610404,0,0,0,947.630922693,0,50,0.0330522691226,0,0,False,0,963042.044393
2025-01-15,963197.500976,0.00114654808292,51421.446384,911776.054592,962137.130008,0,0,0,947.630922693,0,50,0.0329177417877,0,0,False,0,964145.131898
2025-01-16,969169.760601,0.00620045174479,51421.446384,917748.314217,966326.488194,0,0,0,947.630922693,0,50,0.0329550921265,0,0,False,0,970117.391524
2025-01-17,970584.502411,0.00145974613259,51421.446384,919163.056027,966832.017918,0,0,0,947.630922693,0,50,0.0335786287536,0,0,False,0,971532.133334
2025-01-20,972412.396734,0.00188329230322,51421.446384,920990.95035,973821.497788,0,0,0,947.630922693,0,50,0.0338506643455,0,0,False,0,973360.027657
2025-01-21,968279.453909,-0.00425019553323,51421.446384,916858.007525,975643.702192,0,0,0,947.630922693,0,50,0.0340432340457,0,0,False,0,969227.084832
2025-01-22,962198.211049,-0.00628046256265,51421.446384,910776.764665,967231.296658,0,0,0,947.630922693,0,50,0.0344596873726,0,0,False,0,963145.841971
